0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.93303688 3149.19793616],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[840.89604732 467.71835103],[3037.84112658  107.16472951],[1424.56082197  654.39906244],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29473467 2660.65989435],[3182.69248788 2619.31078024],[3696.42184907 3830.53061318],[ 302.39450351 1285.90071381],[ 994.72824443 1582.19609572],[2757.8972452  1423.20836881],[3897.36161081 3226.05640719],[1211.92454807 3798.28240115],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.76651948  917.89922633],[1752.98090404 2464.95429135],[3508.40717791  102.97387995],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.23828199  345.35452503],[3460.04204649 1367.59728995],[ 349.6725107  2782.96372021],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.75579851 1834.6168764 ],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.0856014  3919.53258188],[ 750.26175213 3018.52078142],[560.83187407 109.52119032],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.93303688 3149.19793616],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[840.89604732 467.71835103],[3037.84112658  107.16472951],[1424.56082197  654.39906244],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29473467 2660.65989435],[3182.69248788 2619.31078024],[3696.42184907 3830.53061318],[ 302.39450351 1285.90071381],[ 994.72824443 1582.19609572],[2757.8972452  1423.20836881],[3897.36161081 3226.05640719],[1211.92454807 3798.28240115],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.76651948  917.89922633],[1752.98090404 2464.95429135],[3508.40717791  102.97387995],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.23828199  345.35452503],[3460.04204649 1367.59728995],[ 349.6725107  2782.96372021],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.75579851 1834.6168764 ],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.0856014  3919.53258188],[ 750.26175213 3018.52078142],[560.83187407 109.52119032],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.93303688 3149.19793616],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[840.89604732 467.71835103],[3037.84112658  107.16472951],[1424.56082197  654.39906244],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29473467 2660.65989435],[3182.63939844 2619.25769081],[3696.42184907 3830.53061318],[ 302.39450351 1285.90071381],[ 994.72824443 1582.19609572],[2757.8972452  1423.20836881],[3897.36161081 3226.05640719],[1211.92454807 3798.28240115],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.76651948  917.89922633],[1752.98090404 2464.95429135],[3508.40717791  102.97387995],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.23828199  345.35452503],[3460.04204649 1367.59728995],[ 349.6725107  2782.96372021],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.75579851 1834.6168764 ],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.0856014  3919.53258188],[ 750.26175213 3018.52078142],[560.83187407 109.52119032],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.93303688 3149.19793616],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[840.89604732 467.71835103],[3037.84112658  107.16472951],[1424.56082197  654.39906244],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29473467 2660.65989435],[3182.69248788 2619.31078024],[3696.42184907 3830.53061318],[ 302.39450351 1285.90071381],[ 994.72824443 1582.19609572],[2757.94019077 1423.25131438],[3897.36161081 3226.05640719],[1212.00199044 3798.35984353],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.76651948  917.89922633],[1752.98090404 2464.95429135],[3508.40717791  102.97387995],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.23828199  345.35452503],[3460.04204649 1367.59728995],[ 349.74307102 2783.03428052],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.8059431  1834.66702099],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.0856014  3919.53258188],[ 750.26175213 3018.52078142],[560.83187407 109.52119032],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.93303688 3149.19793616],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[840.89604732 467.71835103],[3037.84112658  107.16472951],[1424.56082197  654.39906244],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29473467 2660.65989435],[3182.63939844 2619.25769081],[3696.42184907 3830.53061318],[ 302.39450351 1285.90071381],[ 994.72824443 1582.19609572],[2757.94019077 1423.25131438],[3897.36161081 3226.05640719],[1212.00199044 3798.35984353],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.76651948  917.89922633],[1752.98090404 2464.95429135],[3508.40717791  102.97387995],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.23828199  345.35452503],[3460.04204649 1367.59728995],[ 349.74307102 2783.03428052],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.8059431  1834.66702099],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.0856014  3919.53258188],[ 750.26175213 3018.52078142],[560.83187407 109.52119032],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.92854262 3149.1934419 ],[2726.64410366  371.16888614],[2133.41498372 2213.61014244],[841.20125176 468.02355547],[3037.84112658  107.16472951],[1424.87091724  654.70915771],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29473467 2660.65989435],[3182.69248788 2619.31078024],[3696.42184907 3830.53061318],[ 302.59096347 1286.09717376],[ 994.72824443 1582.19609572],[2757.69370419 1423.00482779],[3897.36161081 3226.05640719],[1211.87405263 3798.23190572],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.70918671  917.84189356],[1752.98090404 2464.95429135],[3508.23796383  102.80466587],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.23828199  345.35452503],[3460.06287052 1367.61811397],[ 349.6725107  2782.96372021],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.26375999 3512.82451903],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.75579851 1834.6168764 ],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.71514187 3930.93666723],[3217.05105576 3919.49803625],[ 750.26175213 3018.52078142],[560.84401731 109.53333355],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.93303688 3149.19793616],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[841.33008434 468.15238805],[3037.84112658  107.16472951],[1424.56082197  654.39906244],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29473467 2660.65989435],[3182.69248788 2619.31078024],[3696.42184907 3830.53061318],[ 302.59096347 1286.09717376],[ 994.72824443 1582.19609572],[2757.8972452  1423.20836881],[3897.36161081 3226.05640719],[1211.92454807 3798.28240115],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.76651948  917.89922633],[1752.83793087 2464.81131819],[3508.5440031   103.11070515],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.23828199  345.35452503],[3460.0458034  1367.60104686],[ 349.6725107  2782.96372021],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.75579851 1834.6168764 ],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.31977518 3919.76675567],[ 750.26175213 3018.52078142],[560.83187407 109.52119032],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.55832086 3725.46921205],[3369.93303688 3149.19793616],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[841.19708974 468.01939345],[3037.84112658  107.16472951],[1424.56082197  654.39906244],[3294.49973794  525.6195408 ],[268.82104304 490.46473678],[2525.29473467 2660.65989435],[3182.82729505 2619.44558742],[3696.42184907 3830.53061318],[ 302.59096347 1286.09717376],[ 994.72824443 1582.19609572],[2757.8972452  1423.20836881],[3897.32205202 3226.0168484 ],[1211.92454807 3798.28240115],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.76274879 3098.15304938],[2756.8889894   918.02169625],[1752.98090404 2464.95429135],[3508.40717791  102.97387995],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.23828199  345.35452503],[3460.02518522 1367.58042867],[ 349.78957848 2783.08078798],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.7907346  1834.65181249],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.80578529 3931.02731064],[3217.31977518 3919.76675567],[ 749.98251451 3018.24154381],[560.83187407 109.52119032],[3226.79002861 1718.54864362],[3840.86983698 2708.75535828]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.93303688 3149.19793616],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[841.19708974 468.01939345],[3037.84112658  107.16472951],[1424.56082197  654.39906244],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29473467 2660.65989435],[3182.69248788 2619.31078024],[3696.42184907 3830.53061318],[ 302.59096347 1286.09717376],[ 994.72824443 1582.19609572],[2757.8972452  1423.20836881],[3897.36161081 3226.05640719],[1211.92454807 3798.28240115],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.76651948  917.89922633],[1752.98090404 2464.95429135],[3508.40717791  102.97387995],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.23828199  345.35452503],[3460.0458034  1367.60104686],[ 349.6725107  2782.96372021],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.75579851 1834.6168764 ],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.05105576 3919.49803625],[ 750.26175213 3018.52078142],[560.83187407 109.52119032],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.93303688 3149.19793616],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[840.89604732 467.71835103],[3037.84112658  107.16472951],[1424.45827675  654.29651722],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29473467 2660.65989435],[3182.69248788 2619.31078024],[3696.42184907 3830.53061318],[ 302.39450351 1285.90071381],[ 994.72824443 1582.19609572],[2757.8972452  1423.20836881],[3897.24268027 3225.93747665],[1211.92454807 3798.28240115],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.25429635 894.94728897],[  97.81396749 3098.20426807],[2756.76651948  917.89922633],[1752.98090404 2464.95429135],[3508.40717791  102.97387995],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.29332443  345.40956748],[3460.04204649 1367.59728995],[ 349.6725107  2782.96372021],[2098.12952899 3035.1302545 ],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.71506444 1834.57614234],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.0856014  3919.53258188],[ 750.36189248 3018.62092178],[560.83187407 109.52119032],[3226.85396879 1718.6125838 ],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.93303688 3149.19793616],[2727.31100006  371.83578254],[2133.41498372 2213.61014244],[841.33008434 468.15238805],[3037.84112658  107.16472951],[1424.56082197  654.39906244],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29473467 2660.65989435],[3182.69248788 2619.31078024],[3696.42184907 3830.53061318],[ 302.59096347 1286.09717376],[ 994.72824443 1582.19609572],[2757.8972452  1423.20836881],[3897.36161081 3226.05640719],[1211.9772344  3798.33508749],[1451.13115434   69.04316023],[1274.90275588 3001.17895456],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.83465375  917.9673606 ],[1752.98090404 2464.95429135],[3508.23000838  102.79671043],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.23828199  345.35452503],[3460.13791668 1367.69316014],[ 349.57894022 2782.87014972],[2098.37097555 3035.37170106],[2533.07203389 2020.08013185],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.32271292 3434.54833728],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.75579851 1834.6168764 ],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.31977518 3919.76675567],[ 750.26175213 3018.52078142],[560.83187407 109.52119032],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.93303688 3149.19793616],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[840.89604732 467.71835103],[3037.84112658  107.16472951],[1424.56082197  654.39906244],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29473467 2660.65989435],[3182.69248788 2619.31078024],[3696.42184907 3830.53061318],[ 302.39450351 1285.90071381],[ 994.72824443 1582.19609572],[2757.8972452  1423.20836881],[3897.36161081 3226.05640719],[1211.92454807 3798.28240115],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.76651948  917.89922633],[1752.98090404 2464.95429135],[3508.40717791  102.97387995],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.23828199  345.35452503],[3460.0458034  1367.60104686],[ 349.6725107  2782.96372021],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.75579851 1834.6168764 ],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.31977518 3919.76675567],[ 750.26175213 3018.52078142],[560.83187407 109.52119032],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.93303688 3149.19793616],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[841.19708974 468.01939345],[3037.84112658  107.16472951],[1424.56082197  654.39906244],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29473467 2660.65989435],[3182.69248788 2619.31078024],[3696.42184907 3830.53061318],[ 302.59096347 1286.09717376],[ 994.72824443 1582.19609572],[2757.94019077 1423.25131438],[3897.36161081 3226.05640719],[1212.00199044 3798.35984353],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.76651948  917.89922633],[1752.98090404 2464.95429135],[3508.5440031   103.11070515],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.23828199  345.35452503],[3460.04204649 1367.59728995],[ 349.74307102 2783.03428052],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.75579851 1834.6168764 ],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.0856014  3919.53258188],[ 750.26175213 3018.52078142],[560.83187407 109.52119032],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.93303688 3149.19793616],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[840.89604732 467.71835103],[3037.84112658  107.16472951],[1424.56082197  654.39906244],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29473467 2660.65989435],[3182.63939844 2619.25769081],[3696.42184907 3830.53061318],[ 302.39450351 1285.90071381],[ 994.72824443 1582.19609572],[2757.8972452  1423.20836881],[3897.36161081 3226.05640719],[1211.92454807 3798.28240115],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.76651948  917.89922633],[1752.83793087 2464.81131819],[3508.40717791  102.97387995],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.23828199  345.35452503],[3460.0458034  1367.60104686],[ 349.6725107  2782.96372021],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.8059431  1834.66702099],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.31977518 3919.76675567],[ 750.26175213 3018.52078142],[560.83187407 109.52119032],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.93303688 3149.19793616],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[840.89604732 467.71835103],[3037.84112658  107.16472951],[1424.56082197  654.39906244],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29473467 2660.65989435],[3182.69248788 2619.31078024],[3696.42184907 3830.53061318],[ 302.59096347 1286.09717376],[ 994.72824443 1582.19609572],[2757.8972452  1423.20836881],[3897.36161081 3226.05640719],[1211.92454807 3798.28240115],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.76651948  917.89922633],[1752.83793087 2464.81131819],[3508.5440031   103.11070515],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.23828199  345.35452503],[3460.0458034  1367.60104686],[ 349.6725107  2782.96372021],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.75579851 1834.6168764 ],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.31977518 3919.76675567],[ 750.26175213 3018.52078142],[560.83187407 109.52119032],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.44900273 3148.71390201],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[841.19708974 468.01939345],[3037.84112658  107.16472951],[1424.56082197  654.39906244],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29661554 2660.66177522],[3182.880011   2619.49830337],[3696.42184907 3830.53061318],[ 302.39450351 1285.90071381],[ 994.72824443 1582.19609572],[2757.8972452  1423.20836881],[3897.36161081 3226.05640719],[1211.92454807 3798.28240115],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.76651948  917.89922633],[1752.98090404 2464.95429135],[3508.40717791  102.97387995],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.49962133  345.61586437],[3460.0458034  1367.60104686],[ 349.6725107  2782.96372021],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.04121248 2282.07298029],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.75579851 1834.6168764 ],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.31977518 3919.76675567],[ 750.26175213 3018.52078142],[560.62515902 109.31447527],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3369.93303688 3149.19793616],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[840.89604732 467.71835103],[3037.84112658  107.16472951],[1424.56082197  654.39906244],[3294.43055902  525.55036189],[268.70117808 490.34487182],[2525.29473467 2660.65989435],[3182.63939844 2619.25769081],[3696.42184907 3830.53061318],[ 302.39450351 1285.90071381],[ 994.72824443 1582.19609572],[2757.94019077 1423.25131438],[3897.36161081 3226.05640719],[1212.00199044 3798.35984353],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.76651948  917.89922633],[1752.98090404 2464.95429135],[3508.40717791  102.97387995],[  77.24574308 1902.04661255],[3922.0567438  1367.99935394],[3838.23828199  345.35452503],[3460.04204649 1367.59728995],[ 349.74307102 2783.03428052],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.8059431  1834.66702099],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.0856014  3919.53258188],[ 750.26175213 3018.52078142],[560.83187407 109.52119032],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
[ 408.58481596 3382.54193307],[ 200.66133219 3725.57222338],[3370.28736817 3149.55226745],[2727.0084053   371.53318778],[2133.41498372 2213.61014244],[840.89604732 467.71835103],[3037.91089417  107.2344971 ],[1424.56082197  654.39906244],[3294.50826918  525.62807204],[268.70117808 490.34487182],[2525.43592049 2660.80108018],[3182.63939844 2619.25769081],[3696.41818486 3830.52694896],[ 302.39450351 1285.90071381],[ 994.29116254 1581.75901383],[2758.25988109 1423.57100469],[3897.36161081 3226.05640719],[1212.00199044 3798.35984353],[1451.13115434   69.04316023],[1275.08004664 3001.35624531],[2335.2691743  1501.24699921],[542.16456035 894.85755298],[  97.81396749 3098.20426807],[2756.76651948  917.89922633],[1753.05367749 2465.0270648 ],[3508.40717791  102.97387995],[  77.24574308 1902.04661255],[3922.01532937 1367.95793951],[3837.87625632  344.99249936],[3460.04204649 1367.59728995],[ 349.74307102 2783.03428052],[2098.18876574 3035.18949125],[2533.24945442 2020.25755239],[2844.34769882 3050.89807465],[ 582.12813763 2282.15990544],[1546.72065297 1793.83058582],[1738.07951592 3434.30514028],[3883.0124489  2232.18494322],[3031.20799185 3512.76875089],[2151.32147448   55.05090293],[2509.82536918 3685.478388  ],[3827.8059431  1834.66702099],[1106.10966346 1019.17570988],[1841.74362478  372.20114567],[1965.82080316 3931.04232851],[3217.0856014  3919.53258188],[ 750.26175213 3018.52078142],[560.83187407 109.52119032],[3226.79002861 1718.54864362],[3840.83202372 2708.71754503]
